,Name,Record,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_inch,Stance,Debut,SLpM,StrAcc,SApM,StrDef,TD_Avg,TD_Acc,TD_Def,Sub_Avg
156,Fabiano Iha,Record: 9-5-0,9.0,5.0,0.0,172.72210030073967,155.0,,Orthodox,1970.0,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9
157,Hidehiko Yoshida,Record: 6-8-1,6.0,8.0,1.0,180.34219296106642,225.0,,Orthodox,1969.0,1.05,0.36,1.89,0.62,1.09,0.33,0.71,2.2
158,Iony Razafiarison,Record: 2-1-0 (1 NC),2.0,1.0,0.0,160.02194586686176,145.0,,,1984.0,1.2,0.42,1.4,0.53,2.0,0.5,0.75,0.0
159,Gilles Arsene,Record: 1-1-0,1.0,1.0,0.0,175.26213118751525,190.0,,Southpaw,,0.06,0.1,2.45,0.32,0.0,0.0,0.0,0.0
160,Andrei Arlovski,Record: 30-20-0 (2 NC),30.0,20.0,0.0,190.50231650816875,240.0,77.0,Orthodox,1979.0,3.48,0.44,2.83,0.57,0.47,0.36,0.78,0.3
161,Hyun Gyu Lim,Record: 13-7-1,13.0,7.0,1.0,190.50231650816875,170.0,77.0,Orthodox,1985.0,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2
162,Muslim Salikhov,Record: 17-2-0,17.0,2.0,0.0,180.34219296106642,170.0,70.0,Orthodox,1984.0,2.85,0.46,2.29,0.67,0.87,0.3,0.8,0.0
163,Andy Uhrich,Record: 11-6-0,11.0,6.0,0.0,182.882223847842,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Al Matavao,Record: 8-3-0,8.0,3.0,0.0,172.72210030073967,205.0,67.0,Orthodox,1994.0,7.84,0.46,6.7,0.58,0.0,0.0,0.0,0.0
165,Jamall Emmers,Record: 18-5-0,18.0,5.0,0.0,177.80216207429083,145.0,74.0,Orthodox,1989.0,5.75,0.52,4.65,0.54,2.9,0.53,1.0,0.0
166,Ashlee Evans-Smith,Record: 6-5-0,6.0,5.0,0.0,172.72210030073967,135.0,67.0,Orthodox,1987.0,4.54,0.34,4.69,0.55,1.1,0.23,0.66,0.0
167,Alexandre Pantoja,Record: 23-5-0,23.0,5.0,0.0,165.10200764041292,125.0,67.0,Orthodox,1990.0,4.3,0.47,3.39,0.53,0.94,0.35,0.68,0.9
168,Andrei Semenov,Record: 34-9-2,34.0,9.0,2.0,182.882223847842,185.0,,Orthodox,1977.0,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4
169,Cory Sandhagen,Record: 14-2-0,14.0,2.0,0.0,180.34219296106642,135.0,70.0,Switch,1992.0,6.85,0.48,3.89,0.59,1.07,0.5,0.3,0.5
170,Jordan Goodwin,Record: 0-0-0,0.0,0.0,0.0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Misha Cirkunov,Record: 15-6-0,15.0,6.0,0.0,190.50231650816875,205.0,77.0,Orthodox,1987.0,4.18,0.51,3.22,0.6,4.28,0.57,0.71,2.3
172,Estevan Payan,Record: 16-12-0 (1 NC),16.0,12.0,0.0,177.80216207429083,145.0,,Orthodox,1982.0,4.25,0.42,3.58,0.57,0.36,1.0,0.6,0.4
173,Justin Hawes,Record: 6-9-0,6.0,9.0,0.0,180.34219296106642,205.0,,,1979.0,0.0,0.0,3.41,0.37,0.0,0.0,0.0,0.0
174,Anthony Rocco Martin,Record: 17-6-0,17.0,6.0,0.0,182.882223847842,170.0,73.0,Orthodox,1989.0,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0
175,Aleksei Oleinik,Record: 59-15-1,59.0,15.0,1.0,187.96228562139316,240.0,80.0,Orthodox,1977.0,3.47,0.5,3.85,0.44,2.38,0.46,0.33,2.4
176,Dennis Hallman,Record: 53-20-2 (1 NC),53.0,20.0,2.0,175.26213118751525,155.0,72.0,Orthodox,1975.0,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1
177,Yuhi Sano,Record: 0-4-0,0.0,4.0,0.0,180.34219296106642,243.0,,Orthodox,1965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Haven Torres,Record: 0-0-0,0.0,0.0,0.0,,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Walt Harris,Record: 13-9-0 (1 NC),13.0,9.0,0.0,195.5823782817199,250.0,77.0,Southpaw,1983.0,2.95,0.38,3.43,0.54,0.3,0.28,0.72,0.1
180,Andrew Holbrook,Record: 12-3-0,12.0,3.0,0.0,180.34219296106642,155.0,70.0,Southpaw,1986.0,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1
181,Joe Warren,Record: 15-6-0,15.0,6.0,0.0,167.6420385271885,135.0,,Orthodox,1976.0,2.15,0.46,2.39,0.52,6.14,0.46,0.6,0.0
182,Paddy The Baddy,Record: 16-3-0,16.0,3.0,0.0,177.80216207429083,145.0,,,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Virna Jandiroba,Record: 16-2-0,16.0,2.0,0.0,160.02194586686176,115.0,64.0,Orthodox,1988.0,2.39,0.46,3.08,0.54,3.16,0.53,0.73,2.0
184,Steve Nelmark,Record: 2-1-0,2.0,1.0,0.0,182.882223847842,240.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Roosevelt Roberts,Record: 10-2-0 (1 NC),10.0,2.0,0.0,187.96228562139316,155.0,73.0,Orthodox,1994.0,3.03,0.49,2.27,0.52,1.75,0.53,0.58,1.1
186,Sarah Alpar,Record: 9-5-0,9.0,5.0,0.0,162.56197675363734,135.0,63.0,Southpaw,1991.0,2.11,0.54,4.76,0.32,2.69,0.28,0.5,0.7
187,Timur Valiev,Record: 17-2-0 (1 NC),17.0,2.0,0.0,167.6420385271885,145.0,67.0,Orthodox,1990.0,5.5,0.71,1.55,0.56,2.73,0.66,0.5,0.0
188,Zelim Imadaev,Record: 8-3-0,8.0,3.0,0.0,182.882223847842,170.0,76.0,Orthodox,1995.0,2.91,0.36,4.35,0.43,0.38,0.5,0.6,0.0
189,Cody East,Record: 12-3-0,12.0,3.0,0.0,190.50231650816875,245.0,,Orthodox,1988.0,4.15,0.43,7.32,0.4,3.97,1.0,0.16,0.0
190,Jim Alers,Record: 13-3-0 (1 NC),13.0,3.0,0.0,175.26213118751525,145.0,71.0,Orthodox,1986.0,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3
191,Hitomi Akano,Record: 18-10-0,18.0,10.0,0.0,162.56197675363734,135.0,,Southpaw,1974.0,0.59,0.45,2.58,0.55,0.0,0.0,0.08,0.5
192,Danny Davis,Record: 13-11-1,13.0,11.0,1.0,187.96228562139316,170.0,,,1982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Francisco Trinaldo,Record: 26-7-0,26.0,7.0,0.0,175.26213118751525,155.0,70.0,Southpaw,1978.0,3.11,0.44,2.56,0.6,1.09,0.46,0.61,0.6
194,Logan Clark,Record: 18-6-0,18.0,6.0,0.0,187.96228562139316,185.0,,Orthodox,1985.0,2.2,0.54,1.49,0.53,0.31,1.0,0.3,2.1
195,Cody Pfister,Record: 13-6-1,13.0,6.0,1.0,177.80216207429083,155.0,73.0,Orthodox,1990.0,1.41,0.25,2.8,0.51,2.82,0.3,0.0,0.0
196,Lumumba Sayers,Record: 6-5-0,6.0,5.0,0.0,182.882223847842,185.0,,,1978.0,2.54,0.41,2.37,0.48,7.63,0.75,0.0,2.5
197,Keith Jardine,Record: 17-11-2,17.0,11.0,2.0,187.96228562139316,185.0,76.0,Orthodox,1975.0,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7
198,Melissa Gatto,Record: 6-0-2,6.0,0.0,2.0,165.10200764041292,135.0,,Orthodox,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Filip Pejic,Record: 12-2-2,12.0,2.0,2.0,172.72210030073967,135.0,,Orthodox,1992.0,0.0,0.0,0.88,0.33,0.0,0.0,0.0,0.0
200,Stephan Bonnar,Record: 15-9-0,15.0,9.0,0.0,193.04234739494433,205.0,79.0,Orthodox,1977.0,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0
201,Justin Gaethje,Record: 22-3-0,22.0,3.0,0.0,180.34219296106642,155.0,70.0,Orthodox,1988.0,7.46,0.59,7.99,0.55,0.0,0.0,0.69,0.0
202,Shane Young,Record: 13-6-0,13.0,6.0,0.0,172.72210030073967,145.0,72.0,Orthodox,1993.0,5.22,0.4,5.01,0.55,0.8,0.23,0.56,0.0
203,Sean Alvarez,Record: 4-3-0,4.0,3.0,0.0,182.882223847842,235.0,,Orthodox,1971.0,0.89,0.37,3.25,0.47,0.0,0.0,0.0,0.0
204,Gerry Harris,Record: 1-4-0,1.0,4.0,0.0,203.20247094204666,270.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Chad Vance,Record: 7-5-0,7.0,5.0,0.0,182.882223847842,185.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Sung Bin Jo,Record: 9-1-0,9.0,1.0,0.0,182.882223847842,145.0,72.0,Orthodox,1992.0,1.4,0.33,2.67,0.51,1.0,0.33,0.83,1.0
207,Justin Levens,Record: 10-7-0,10.0,7.0,0.0,180.34219296106642,185.0,,Orthodox,1980.0,1.24,0.47,3.15,0.37,1.69,0.5,0.33,5.1
208,Abubakar Nurmagomedov,Record: 16-3-1,16.0,3.0,1.0,180.34219296106642,170.0,72.0,Orthodox,1989.0,3.59,0.49,2.52,0.69,1.68,0.33,0.0,0.0
209,Alex White,Record: 13-6-0,13.0,6.0,0.0,182.882223847842,155.0,71.0,Southpaw,1988.0,3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5
210,Jaime Alvarez,Record: 6-1-0,6.0,1.0,0.0,172.72210030073967,125.0,69.0,Orthodox,1988.0,2.73,0.4,4.53,0.56,1.0,0.33,0.5,0.0
211,Ildemar Alcantara,Record: 21-11-0,21.0,11.0,0.0,187.96228562139316,185.0,78.0,Orthodox,1982.0,1.93,0.38,2.63,0.5,2.0,0.68,0.81,0.9
212,Willie Parks,Record: 5-2-0,5.0,2.0,0.0,177.80216207429083,185.0,,,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Erick Sanchez,Record: 8-3-0,8.0,3.0,0.0,177.80216207429083,145.0,,,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Chris Honeycutt,Record: 9-1-0 (1 NC),9.0,1.0,0.0,177.80216207429083,170.0,73.0,,1988.0,2.99,0.44,1.41,0.66,3.4,0.45,0.75,0.0
215,Billy Giovanella,Record: 9-5-0,9.0,5.0,0.0,172.72210030073967,125.0,,,1985.0,1.27,0.4,2.02,0.52,0.87,0.12,1.0,1.7
216,Shawn Teed,Record: 5-2-0,5.0,2.0,0.0,195.5823782817199,265.0,,Orthodox,1992.0,1.4,0.42,13.31,0.21,0.0,0.0,0.0,0.0
217,Kyle Daukaus,Record: 10-1-0,10.0,1.0,0.0,190.50231650816875,185.0,76.0,Southpaw,1993.0,3.69,0.59,2.16,0.42,2.33,0.41,0.94,1.7
218,Adrienna Jenkins,Record: 19-6-0,19.0,6.0,0.0,172.72210030073967,145.0,,,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Jose Santibanez,Record: 10-3-0,10.0,3.0,0.0,,155.0,,,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Shaheen Santana,Record: 6-1-0,6.0,1.0,0.0,185.42225473461758,155.0,75.0,Orthodox,1991.0,0.82,0.42,1.65,0.4,0.0,0.0,0.0,2.8
221,Fabricio Camoes,Record: 14-9-1,14.0,9.0,1.0,177.80216207429083,155.0,71.0,Orthodox,1978.0,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5
222,Chris Amarante,Record: 2-0-0,2.0,0.0,0.0,,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Ryuki Ueyama,Record: 12-18-5 (1 NC),12.0,18.0,5.0,180.34219296106642,180.0,,Southpaw,1976.0,0.13,0.21,1.4,0.46,0.5,1.0,0.0,1.5
224,Tony Johnson,Record: 11-3-0,11.0,3.0,0.0,185.42225473461758,265.0,,,,2.0,0.53,4.73,0.31,2.0,0.22,0.0,0.0
225,Art Arciniega,Record: 15-7-0,15.0,7.0,0.0,172.72210030073967,145.0,,,1981.0,1.53,0.46,2.73,0.51,0.0,0.0,0.5,1.0
226,Maurice Eazel,Record: 7-15-0,7.0,15.0,0.0,170.1820694139641,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Carla Esparza,Record: 18-6-0,18.0,6.0,0.0,154.9418840933106,115.0,63.0,Orthodox,1987.0,2.29,0.42,2.85,0.53,3.44,0.35,0.48,0.3
228,Aaron Wilkinson,Record: 11-7-0,11.0,7.0,0.0,177.80216207429083,155.0,,,1987.0,0.0,0.0,0.0,1.0,7.32,1.0,0.0,0.0
229,Amir Rahnavardi,Record: 11-10-0,11.0,10.0,0.0,182.882223847842,205.0,,Orthodox,1974.0,0.67,0.25,0.0,1.0,0.0,0.0,0.5,0.0
230,JJ Okanovich,Record: 7-1-0,7.0,1.0,0.0,180.34219296106642,155.0,76.0,Orthodox,1990.0,6.93,0.55,5.27,0.5,0.0,0.0,1.0,0.0
231,John Dixson,Record: 15-22-0,15.0,22.0,0.0,182.882223847842,275.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Danyelle Wolf,Record: 1-0-0,1.0,0.0,0.0,180.34219296106642,145.0,70.0,Orthodox,1983.0,3.4,0.28,5.67,0.44,0.0,0.0,1.0,1.0
233,Nadia Kassem,Record: 5-2-0,5.0,2.0,0.0,165.10200764041292,125.0,66.0,Southpaw,1995.0,3.13,0.41,4.48,0.48,0.46,0.33,0.4,2.8
234,Jeremy Lang,Record: 21-2-0,21.0,2.0,0.0,180.34219296106642,205.0,,Southpaw,1975.0,1.13,0.5,1.41,0.42,4.22,0.6,0.0,4.2
235,Andy Ologun,Record: 3-1-0,3.0,1.0,0.0,182.882223847842,154.0,,Orthodox,1983.0,2.36,0.57,0.32,0.85,0.68,1.0,0.8,0.0
236,Luigi Vendramini,Record: 9-1-0,9.0,1.0,0.0,172.72210030073967,170.0,73.0,Orthodox,1996.0,2.26,0.42,2.26,0.59,0.0,0.0,0.0,2.0
237,Ansar Chalangov,Record: 14-5-0,14.0,5.0,0.0,175.26213118751525,170.0,,Orthodox,1979.0,0.68,0.66,1.69,0.54,0.0,0.0,0.0,7.6
238,Roque Martinez,Record: 15-7-2,15.0,7.0,2.0,177.80216207429083,250.0,72.0,Orthodox,1986.0,2.67,0.51,4.68,0.59,0.62,0.5,0.16,0.0
239,Akitoshi Tamura,Record: 21-18-2,21.0,18.0,2.0,175.26213118751525,135.0,70.0,Orthodox,1980.0,3.73,0.43,1.94,0.78,0.0,0.0,0.2,1.0
240,Neil Seery,Record: 16-13-0,16.0,13.0,0.0,162.56197675363734,125.0,64.0,Orthodox,1979.0,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6
241,Germaine de Randamie,Record: 10-4-0,10.0,4.0,0.0,175.26213118751525,135.0,71.0,Orthodox,1984.0,2.72,0.46,2.14,0.65,0.0,0.0,0.69,0.4
242,Minoki Ichihara,Record: 0-1-0,0.0,1.0,0.0,170.1820694139641,178.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Ronald Carillo,Record: 4-2-0,4.0,2.0,0.0,,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Alex Reyes,Record: 13-3-0,13.0,3.0,0.0,180.34219296106642,170.0,73.0,Orthodox,1986.0,4.56,0.46,8.35,0.38,0.0,0.0,0.0,0.0
245,James Wade,Record: 4-11-0,4.0,11.0,0.0,177.80216207429083,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Joe Riggs,Record: 44-17-0 (1 NC),44.0,17.0,0.0,182.882223847842,185.0,70.0,Southpaw,1982.0,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6
247,Roldan Sangcha'an,Record: 4-2-0,4.0,2.0,0.0,162.56197675363734,125.0,,Orthodox,1990.0,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0
248,David Rasouri,Record: 2-3-0,2.0,3.0,0.0,170.1820694139641,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Stephen Thompson,Record: 16-4-1,16.0,4.0,1.0,182.882223847842,170.0,75.0,Orthodox,1983.0,4.24,0.43,2.8,0.58,0.32,0.45,0.78,0.0
250,Zoila Frausto,Record: 13-5-0,13.0,5.0,0.0,162.56197675363734,135.0,,Orthodox,,0.77,0.31,1.64,0.53,0.0,0.0,0.57,0.0
251,David Loiseau,Record: 23-11-0,23.0,11.0,0.0,182.882223847842,185.0,76.0,Orthodox,1979.0,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1
252,Kamaru Usman,Record: 18-1-0,18.0,1.0,0.0,182.882223847842,170.0,76.0,Switch,1987.0,4.66,0.54,2.33,0.58,3.22,0.47,1.0,0.1
253,Anthony Figueroa,Record: 11-8-1,11.0,8.0,1.0,162.56197675363734,135.0,,Orthodox,,2.37,0.48,3.77,0.49,0.0,0.0,0.58,0.0
254,Julian Sanchez,Record: 0-1-0,0.0,1.0,0.0,190.50231650816875,300.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Jorge Interiano,Record: 4-3-0,4.0,3.0,0.0,185.42225473461758,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Victoria Leonardo,Record: 8-4-0,8.0,4.0,0.0,165.10200764041292,125.0,64.0,Orthodox,1990.0,3.4,0.37,4.15,0.47,2.39,0.37,0.0,0.0
257,Caol Uno,Record: 33-19-5,33.0,19.0,5.0,170.1820694139641,155.0,70.0,Southpaw,1975.0,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5
258,Tina Lahdemaki,Record: 5-1-0,5.0,1.0,0.0,157.48191498008617,115.0,,Orthodox,1988.0,1.93,0.2,4.67,0.57,0.0,0.0,0.16,0.0
259,Reese Andy,Record: 7-3-0,7.0,3.0,0.0,182.882223847842,205.0,,Orthodox,1973.0,2.87,0.5,3.5,0.58,0.67,0.2,0.4,0.0
260,Henrique da Silva,Record: 14-5-0,14.0,5.0,0.0,190.50231650816875,205.0,76.0,Orthodox,1989.0,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2
261,James Wilks,Record: 7-4-0,7.0,4.0,0.0,185.42225473461758,170.0,75.0,Orthodox,1978.0,1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8
262,Doug Kay,Record: 0-0-0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Reza Madadi,Record: 14-6-0,14.0,6.0,0.0,180.34219296106642,155.0,73.0,Orthodox,1978.0,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5
264,Ryan Jimmo,Record: 19-5-0,19.0,5.0,0.0,185.42225473461758,205.0,73.0,Orthodox,1981.0,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0
265,Steven Ciaccio,Record: 4-4-0,4.0,4.0,0.0,182.882223847842,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Bryson Kamaka,Record: 12-20-1 (1 NC),12.0,20.0,1.0,180.34219296106642,170.0,,Orthodox,,9.47,0.6,12.63,0.0,0.0,0.0,1.0,0.0
267,Matheus Nicolau,Record: 16-3-1,16.0,3.0,1.0,167.6420385271885,125.0,66.0,Orthodox,1993.0,3.79,0.52,2.83,0.67,1.93,0.44,1.0,1.4
268,Yoshihisa Yamamoto,Record: 14-25-1,14.0,25.0,1.0,187.96228562139316,220.0,,Southpaw,1970.0,1.65,0.38,3.05,0.53,1.0,0.2,0.5,0.6
269,Chad Leonhardt,Record: 9-4-0,9.0,4.0,0.0,182.882223847842,170.0,,,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Ross Pointon,Record: 6-17-0,6.0,17.0,0.0,172.72210030073967,170.0,,Orthodox,1980.0,2.62,0.23,2.77,0.58,1.19,1.0,0.0,0.0
271,Brett Albee,Record: 3-2-0,3.0,2.0,0.0,,225.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Leonard Garcia,Record: 18-13-1,18.0,13.0,1.0,177.80216207429083,145.0,68.0,Orthodox,1979.0,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5
273,Bryan Vetell,Record: 4-3-0,4.0,3.0,0.0,190.50231650816875,265.0,,Southpaw,1977.0,2.74,0.6,2.13,0.41,0.0,0.0,0.0,0.0
274,Antonio Duarte,Record: 19-7-0,19.0,7.0,0.0,170.1820694139641,135.0,,,,4.55,0.4,4.18,0.57,0.0,0.0,0.6,0.0
275,Bobby Lashley,Record: 15-2-0,15.0,2.0,0.0,190.50231650816875,255.0,78.0,Orthodox,1976.0,3.1,0.63,0.76,0.63,11.47,0.7,0.0,0.0
276,Diego Sanchez,Record: 31-13-0,31.0,13.0,0.0,177.80216207429083,170.0,72.0,Southpaw,1981.0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8
277,Eric Lawson,Record: 9-5-0,9.0,5.0,0.0,182.882223847842,185.0,,Orthodox,,1.58,0.57,1.97,0.44,8.88,0.42,0.0,3.0
278,Satoru Kitaoka,Record: 40-14-9,40.0,14.0,9.0,167.6420385271885,154.0,,,1980.0,0.68,0.33,2.15,0.45,0.62,0.1,0.27,2.1
279,Gareth Joseph,Record: 9-5-0,9.0,5.0,0.0,,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Rafael Freitas,Record: 3-6-0 (1 NC),3.0,6.0,0.0,,205.0,,Orthodox,,2.0,0.29,8.0,0.51,11.25,0.5,0.0,0.0
281,Antonio Braga Neto,Record: 9-3-0 (1 NC),9.0,3.0,0.0,190.50231650816875,185.0,77.0,Orthodox,1987.0,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5
282,Yan Cabral,Record: 13-3-0,13.0,3.0,0.0,180.34219296106642,155.0,73.0,Orthodox,1983.0,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2
283,Taila Santos,Record: 17-1-0,17.0,1.0,0.0,167.6420385271885,125.0,68.0,Orthodox,1993.0,3.52,0.48,2.22,0.59,2.0,0.8,0.85,1.0
284,Ricardo Romero,Record: 11-3-0,11.0,3.0,0.0,182.882223847842,205.0,76.0,Orthodox,1978.0,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3
285,Alvin Cacdac,Record: 18-13-0,18.0,13.0,0.0,167.6420385271885,125.0,,Orthodox,,1.21,0.66,0.61,0.0,0.0,0.0,0.0,0.0
286,Patricio Freire,Record: 26-4-0,26.0,4.0,0.0,165.10200764041292,145.0,65.0,,1987.0,2.84,0.41,4.43,0.6,0.6,0.18,0.94,0.6
287,Karl Amoussou,Record: 27-7-2,27.0,7.0,2.0,180.34219296106642,185.0,,Orthodox,1985.0,1.47,0.34,2.67,0.54,0.0,0.0,0.25,1.0
288,Anying Wang,Record: 2-1-0,2.0,1.0,0.0,182.882223847842,170.0,,Orthodox,1991.0,1.32,0.26,1.63,0.44,0.0,0.0,0.33,0.0
289,Dave Terrel,Record: 7-7-0,7.0,7.0,0.0,172.72210030073967,170.0,,Southpaw,1978.0,2.62,0.43,2.8,0.48,3.28,0.38,1.0,0.0
290,Cole Williams,Record: 11-3-0,11.0,3.0,0.0,182.882223847842,170.0,73.0,Orthodox,1983.0,0.31,0.27,5.34,0.23,0.0,0.0,0.25,0.0
291,Karolina Kowalkiewicz,Record: 12-6-0,12.0,6.0,0.0,160.02194586686176,115.0,64.0,Orthodox,1985.0,5.27,0.39,5.65,0.56,0.1,0.12,0.75,0.1
292,Joe Hernandez,Record: 0-1-0,0.0,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Greg Wilson,Record: 2-3-0,2.0,3.0,0.0,,155.0,,,1988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Takenori Sato,Record: 19-11-7 (1 NC),19.0,11.0,7.0,177.80216207429083,170.0,,Southpaw,1985.0,0.46,0.33,12.92,0.09,0.0,0.0,0.0,0.0
295,Chalid Arrab,Record: 7-3-0,7.0,3.0,0.0,180.34219296106642,205.0,,Orthodox,1975.0,1.56,0.34,1.63,0.56,3.05,0.75,0.37,1.0
296,Leon Edwards,Record: 18-3-0 (1 NC),18.0,3.0,0.0,187.96228562139316,170.0,74.0,Southpaw,1991.0,2.56,0.47,2.03,0.55,1.35,0.3,0.7,0.4
297,Henry Martinez,Record: 9-4-0,9.0,4.0,0.0,170.1820694139641,155.0,69.0,Southpaw,1983.0,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0
298,Jake Hecht,Record: 11-4-0,11.0,4.0,0.0,182.882223847842,170.0,73.0,Orthodox,1984.0,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0
299,Tim Caron,Record: 7-1-0 (1 NC),7.0,1.0,0.0,185.42225473461758,185.0,,Orthodox,1987.0,0.59,0.5,6.9,0.12,0.0,0.0,0.0,0.0
300,Jacob Malkoun,Record: 4-1-0,4.0,1.0,0.0,175.26213118751525,185.0,73.0,Orthodox,1995.0,0.0,0.0,23.33,0.36,0.0,0.0,0.0,0.0
301,Manny Bermudez,Record: 14-2-0,14.0,2.0,0.0,177.80216207429083,145.0,71.0,Orthodox,1994.0,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1
302,Luc Bondole,Record: 5-2-2,5.0,2.0,2.0,187.96228562139316,205.0,,,,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8
303,Steve Hadsel,Record: 3-0-0,3.0,0.0,0.0,172.72210030073967,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Matt Veach,Record: 17-5-0,17.0,5.0,0.0,180.34219296106642,155.0,,Orthodox,1981.0,1.12,0.28,4.91,0.44,3.64,0.38,1.0,1.5
305,Thomas Campbell,Record: 3-3-0,3.0,3.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Mike Perry,Record: 14-7-0,14.0,7.0,0.0,177.80216207429083,170.0,71.0,Orthodox,1991.0,4.35,0.47,4.82,0.54,0.69,0.38,0.77,0.2
307,Kazuki Okubo,Record: 7-9-0,7.0,9.0,0.0,180.34219296106642,175.0,,Orthodox,,1.53,0.38,1.97,0.46,0.51,0.25,0.36,2.0
308,Marcio Navarro,Record: 14-14-0,14.0,14.0,0.0,182.882223847842,155.0,,,1978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Mark Schultz,Record: 1-1-0,1.0,1.0,0.0,175.26213118751525,200.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Brian Cobb,Record: 20-9-0,20.0,9.0,0.0,180.34219296106642,155.0,,Orthodox,,0.0,0.0,3.68,0.55,5.81,0.5,0.0,0.0
311,Teemu Packalen,Record: 8-3-0,8.0,3.0,0.0,185.42225473461758,155.0,75.0,Orthodox,1987.0,2.57,0.54,3.91,0.47,2.31,0.25,1.0,1.5
312,Impa Kasanganay,Record: 8-1-0,8.0,1.0,0.0,180.34219296106642,185.0,75.0,Orthodox,1994.0,5.36,0.49,3.52,0.6,1.44,0.83,0.63,0.0
